username,wallet_address,name,uuid,bio,is_verified,avatar_url,twitter,total_collections,total_nft_items
egesub,0xc1717d20e6d9faeb2f6b72d827d2a9da370924f9,EgeSub,d5fc6a7d-bfc8-425e-b55d-009a6e1b4089,,True,https://rcdn.salvor.io/images/avatar/200x200/781404f4-cb47-4b28-8fc1-5172094c174d.jpeg,N/A,1,2
svsnailustrasi,0xc670c3a7d2220c3b0f7b31821c7c65042acf3471,suasana ilustrasi,b4aaba18-312b-4569-8105-74df5d5ab012,everyday illustration sketch,True,https://rcdn.salvor.io/images/avatar/200x200/2535ea74-26de-44c2-8b06-891664c26633.jpg,https://x.com/silustrasi,0,0
brusch,0xfca1bcc3c5ed1bb35d93d677ca1753bdffb751c7,Brusch.eth,3253921a-eeda-4a46-8716-4ae9f44d6242,"Brazilian NFT Artist, Photographer & Collector",True,https://rcdn.salvor.io/images/avatar/200x200/57a8a3a6-7d9d-43a7-a0a3-82bbd95365a0.jpeg,https://x.com/brusch_eth,20,29
ladanash,0xe90ddcaee449303851b170457792f01d68ed3e58,Ladan,f944457b-a359-4b39-a8fd-d49b46b349b3,,True,https://rcdn.salvor.io/images/avatar/200x200/35a7318c-7c0e-4044-aa5f-33fdfc42a8a5.jpeg,N/A,1,1
alienverse,0xeb7877299e595606e13957e3a181e7e91282c784,Alienverse,2569b6a3-41bc-4b5a-a703-a26531d00d67,"Multiversal creature coming from unknown planet called N'Dalem.

https://x.com/DoodledLlama

All of collection under Alienverse profile is created by @DoodledLlama ( some of them are made by Avax Artist - Mythical Common collection ).

welcome to #TheArtChain #AVAX #Alienverse",True,https://rcdn.salvor.io/images/avatar/200x200/6f976509-ed0d-4003-bc4e-0e0f4f635ea4.png,https://x.com/alienversee,25,47
thebearstudio,0x0e921a236c34507a3b9eaa60795c0d2e5d24ff67,The Bear Studio,8600a793-8581-4614-a543-98b0db143834,The Bear Studio is responsible for creating The Bear Kingdom NFTs with unique 1/1 bear characters and each of them are hand drawn and custom design dedicated for The Bear Kingdom project!,True,https://rcdn.salvor.io/images/avatar/200x200/ae57152b-24ac-48bf-9427-d469293b25e1.png,https://twitter.com/thebear_kingdom,6,116
bidloperv,0xbefd65b66b7c314747b3146c2e0998f4b151ae7f,BidloPerv,680c0f7e-369e-4510-a4af-92eaa56ac9da,"Founder of Love on Fantom now $LOVE. A musician and artist that likes to draw cute things and scary things, and sometimes cute scary things.",True,https://rcdn.salvor.io/images/avatar/200x200/c13ca738-56a6-4e20-b84e-fda0395ca79d.png,https://twitter.com/BidloPerv,129,310
nekomaru_,0x606f4dcb050963d85242de14d1bcc5509ba0bf7d,Nekomaru,10e03e52-e48c-41e2-b490-2ef335eb82c3,Welcome to Nekomaru project.,True,https://rcdn.salvor.io/images/avatar/200x200/43af788c-71b4-425c-b789-608d9788c334.png,https://x.com/nekomaruNFT,10,11
duckzzy,0x6c1e86b0e51e14165094e9e6e992c59a9efb525b,Duckzzy,ad1584e2-d5e0-4425-9809-2f7b217bfc33,"Yo I'm Duckzzy!, The Supreme Oracle of Worse Omens, I craft pixel arts on mobile phone, and draw illustration too",True,https://rcdn.salvor.io/images/avatar/200x200/4a49b8f8-d33a-4c88-838f-2b0106274882.PNG,https://x.com/duckzzyog,1,1
amirrahatiarts,0xf13b6539b0b311c346b2739884ba896c8b92396f,AmirRahatiArts,d942361c-99cc-47fa-94dc-a63139d3e97a,"Physical painter, surrealist, futurist.",True,https://rcdn.salvor.io/images/avatar/200x200/335ccda4-f721-42d5-a9a7-3a9ddc752b65.jpeg,https://twitter.com/amirrahatiarts/,1,1
littlebirth,0x53cdf119811841804c47afe271d5fe607b4b6904,Littlebirth,f48a8528-a311-49b6-9a34-12b56ef96036,Illustrator,True,https://rcdn.salvor.io/images/avatar/200x200/2205c44a-9805-44d6-9a06-d6219815ee97.jpg,https://x.com/littlebirth,3,5
danyelgphoto,0x04a958ccd8b480e17402be81ecc4f5105731ba1f,Daniel,f2f65340-24e4-4856-bdf9-93eace2c58fd,"Colombian photographer, boudoir and street photography.",True,https://rcdn.salvor.io/images/avatar/200x200/8dc6186e-ab42-46df-adb6-d466d96daab4.jpeg,N/A,0,0
jadedorchid,0x28a2969e16dcc9b4f61dd1740aabe654b0b75f15,The Jaded Orchid,2d1fedda-1eb8-403d-ac06-6cf4463f1448,"A bold, body-positive creator blending art, empowerment, and unapologetic self-expression. The Jaded Orchid thrives on embracing individuality and inspiring others to own their worth. From curvy confidence to spicy creativity, she’s here to shake up the norm, one JUICY moment at a time 💋✨",True,https://rcdn.salvor.io/images/avatar/200x200/462842f8-46c4-4a76-813a-cc679b696f03.jpg,https://x.com/TheJaded_Orchid,0,0
gruz,0x7814294ab3fbbfe9cb7b868b5dd1600704eacdff,GRUZ,c22a1f49-7a58-452b-af8e-4e99249e40e7,"Indonesian-bord graffiti writer, global inspiration",True,https://rcdn.salvor.io/images/avatar/200x200/f1288669-7e61-4f7f-ae1f-a1b13c03b042.jpeg,https://x.com/_gruz18,1,6
melhearts,0x63c2de5d9c7123cff2adb25270c12999150adc04,Mel Hearts,24e7f07f-f914-479b-aabc-7351082c8b8b,"Spreading LOVE, JOY, and KINDNESS through art!!",True,https://rcdn.salvor.io/images/avatar/200x200/679c9901-ddf4-4495-917d-cf428f5d44a3.png,https://twitter.com/Cohort_Of_Hope,86,159
kungfuhavestyle,0x64ac1c8192c57893b0379b1fbfc04d2851196341,Kungfuhavestyle,7db53257-41c8-46b0-bf6b-96f7df34d836,glitch flashery memeism,True,https://rcdn.salvor.io/images/avatar/200x200/6520bf15-0fe8-43c6-b22a-9fdf0c4e63e8.jpg,https://x.com/KungfuHavestyle,0,0
babla99,0x951c639726b748ef0aba45955bd62a379b6298e8,B∆BL∆,f6718877-387a-459e-98af-054835b90d5f,robotic art,True,https://rcdn.salvor.io/images/avatar/200x200/c6023467-f851-418a-998f-4057876321be.jpg,https://x.com/babla99_,0,0
hayami,0x9e58e461e76a56edf4e0614d00a0b6430f3a71f9,Hayami,1ccb8f59-c536-4af5-9dee-7b3433619f00,"Hii, my Name is Hayami. I'm an Anime Art Creator^^",True,https://rcdn.salvor.io/images/avatar/200x200/48ece49e-4e4b-442c-9d4f-246192be5a07.jpg,https://x.com/hayamiverse?t=US9UuQcMNBSa0lKs-9KP-g&s=09,2,2
sleepy,0x441f914b8f4c353772f2736519eb4d9ae0442f1d,Mr. Sleepy,ae1d55ef-b231-466e-94e4-85d5dc073fd0,Just Sleepy,True,https://rcdn.salvor.io/images/avatar/200x200/071a74bd-8ecb-418e-a5d7-8215b379e093.gif,https://x.com/DontbesadNft,2,4
trizdraw,0xd77714bd6b4feed2c80c1d393ab3209d6b97cbcf,Triz,1c2f8ed3-a635-4098-9882-166ff530bee1,Passionate artist,True,https://rcdn.salvor.io/images/avatar/200x200/05bb9d96-043b-429b-a48f-f28bd6fe9dbe.png,https://x.com/triz_draw/,4,17
bloompop,0xef72b9e532d22630b29b6bc87f2e2837dc042a07,BLOOMPOP,4f0d4d34-5d44-4ebb-988e-2dd9b79f19d5,FUN,True,https://rcdn.salvor.io/images/avatar/200x200/a130784d-91bb-4761-b992-1a37be882a2a.gif,https://x.com/hipotalamusidn,0,0
gimiksborn,0x015abe15a4fd0f8654e84f1543fde9786dd19282,GIMIKS BORN,8f56ffc1-34ca-42bf-8236-f96cfaea17e8,"Gimiks Born is an Australian based multi-disciplinary Artist . His skill set and experience extends into tattooism, graphic art and design, digital art and muralism.",True,https://rcdn.salvor.io/images/avatar/200x200/34eadbe4-b99c-4082-bbc4-1a98a80f8e79.jpg,https://twitter.com/gimiksborn,14,30
panteapipar,0xc7eb1e89b8e1fe3fd4463ff1cbcf19702541c252,pantea,9fc86186-542c-45c9-9be9-1c201cbb4d17,im a pharmacist who love the digital art and making movie.im a founder of AEW community  its about persian women artists,True,https://rcdn.salvor.io/images/avatar/200x200/5eb1b501-1190-46c7-ab2c-8bfb8828ba5d.png,https://twitter.com/pantea_pipar,2,2
niveau11,0xe57a90d4fc87084a39acd908a010e649bb5f6b72,NV11,91ceac3c-6ee7-4e5e-b6de-62ff4caaea70,3D Designer,True,https://rcdn.salvor.io/images/avatar/200x200/afa115b7-9828-412c-b65e-18ffe1d379f8.png,https://x.com/ChampagneNft,2,6
jessicaluz,0x2d7660a59c07aa161b1b9a818cec680c2f9245ad,Jéss,574e4eb0-b7c8-4247-a1c4-edf4602b64bd,"artist exploring the possibilities of cryptoart through animation, 3d and illustration. brasileira 🪲",True,https://rcdn.salvor.io/images/avatar/200x200/778804ee-640f-4a53-b3ab-2d7ba7ad9661.jpeg,https://x.com/jessicaluize,1,5
artistbyron,0x669a4e7567e8cee8e1edb43bfa7844c8d82191e1,ArtistByron,e843b776-5f69-4097-9e02-d97d78324d51,I draw what I want when I want  cuz I want to.,True,https://rcdn.salvor.io/images/avatar/200x200/eee8c252-21d1-4061-8ce7-29804ef76acf.jpeg,https://www.x.com/artistbyron,0,0
crowagmi,0x09e6c8e1302e980f4463814b93b8d274bfcc18b8,crow,6075dea7-9c51-4522-9415-8affc816b148,realist,True,https://rcdn.salvor.io/images/avatar/200x200/a6df9031-d663-469f-9d61-af7cf4c7923d.jpg,N/A,1,4
stardust,0x2c42b3c99e75bc989278d4dfd4d74bf8e327d5cb,Stardust,6848083a-9203-44d5-b193-08a00e3f8945,Committee of those who can transfer what is in their minds to somewhere else,True,https://rcdn.salvor.io/images/avatar/200x200/d4e18e36-2eaf-452f-adbf-b645b14494af.jpg,https://x.com/AycaAyhan10,0,0
dress_n_draw,0x27b53b68dbbdc19616889a395e9217313d1a9d34,Dress n Draw,48e83137-1dd2-4b79-82cd-d5228749bb06,Dress n Draw is an artist who loves to dress up and draw stylish but always meaningful art.,True,https://rcdn.salvor.io/images/avatar/200x200/5ba20657-3b54-40b6-bc20-a1728e1964ac.JPG,https://x.com/elmsta,6,6
fransmigrasi,0x6b48dac93611f29644db082634cccd651f59c473,Fransmigrasi,500b66b6-c8c0-45b8-9728-afc094bbbfe9,I'm creator from Indonesia,True,https://rcdn.salvor.io/images/avatar/200x200/4b2f0937-cb6b-4bdd-8583-3885835550ef.png,https://x.com/Fransmigrasi,59,63
bammi,0xb85110fa1aebd94fc8347569e5dbed076eab73bc,Bammi-dray,be79fc42-a7f5-4d59-a8e1-7041329ea157,"I'm a 1/1 artist,lover of colours.
Welcome to my world of art",True,https://cdn.salvor.io/site/images/no_avatar.png,https://x.com/Bami_draws?t=rfPEOTtB1Oo5Rj1o-Nk3ZA&s=09,1,4
amadeiuss_art,0x9379eea5ca71555892727779fe762a61d42b8971,Amadeiuss,8f77a8d5-2eb9-467f-9121-6aea04863beb,You Derpy Artist,True,https://rcdn.salvor.io/images/avatar/200x200/f6a3d306-a0b4-4a91-942f-ac40a5426539.png,https://x.com/Amadeiuss?t=GksQbuLDdfHo3dLfrGIUrw&s=09,0,0
nimeya,0x3cbd3545b03173080058a89d800e1cc881af8a00,NIMEYA,f3c0c84d-34f1-4f27-92e4-aa029348ac85,"i bleed colours. existentialism, hope, love",True,https://rcdn.salvor.io/images/avatar/200x200/23b1a3bc-46bd-4460-afca-0b46d1708b92.jpeg,N/A,1,6
abtin_zahed,0xac0e6310c42b9a538ffb0170a8141b5143612819,Abtin Zahed,fd083682-13c0-4ed2-a6eb-d09abbb1f6f4,"Persian Musician, Composer, Producer and Motion Designer",True,https://rcdn.salvor.io/images/avatar/200x200/b849b0a2-a427-49ce-9654-471f9d111cc6.JPG,https://x.com/Abtin_Zahed,2,11
teyhu,0x1093d72da7e6553c5a423b81ab584903b9c30d12,teyhu,99229209-00c5-4bda-ae31-3358c04b3d0f,digital collage artist,True,https://rcdn.salvor.io/images/avatar/200x200/43eb3405-ceab-499e-971f-b089e1a5fa30.jpg,https://x.com/_teyhu,0,0
zeynpkyart,0x271d9959fd599541e9de3919b1e47d8efe272522,zeynep,a2d1b10c-badd-49be-8f7c-74b5f6f328ab,illustrator,True,https://rcdn.salvor.io/images/avatar/200x200/bbf01e68-7e73-4d37-bc09-efb1ba3de798.jpg,https://x.com/hicciZihn,11,24
nftman76,0xf3c7c14ff3a547dc572c79e31fddf425420706cf,NFTman76,1b1d9381-b7ae-4b2b-af21-4766dfc98f5e,"#AI creator. I'm not selling art, I'm selling ideas.",True,https://rcdn.salvor.io/images/avatar/200x200/7611347d-b55a-42ab-9556-b330ab2e496c.gif,https://x.com/nftman76v3,9,20
thevert,0x332747d4cc3e0fb877152d329e50f3267d887bfe,thevart,d80b8baf-5749-4ded-8443-06b06d9623ac,,True,https://rcdn.salvor.io/images/avatar/200x200/8617304d-7bc1-4656-b7e7-cea96b209dae.png,https://twitter.com/maislethevert,34,45
somayehhypernft,0x742344bbab81d1a486b534601a0e72a319ec4242,Somayehhypernft,d42a7859-48bb-49a5-b000-b6f9d61fed6e,"physical artist/
Portrait (colored pencil & charcoal)/Abstract/photography/modernart  
SOL/ETH/TEZ/ZORA 
#somayehnft",True,https://rcdn.salvor.io/images/avatar/200x200/b1e7a570-9404-49c0-9a0b-9cf85ef76107.webp,https://x.com/yasaminft?t=fWvKN5NwlmKL7b1aeON0Xg&s=09,4,12
racksbd,0x97c6c17f005668066604c98f0356f86164790af0,Racks,76382de2-c950-4171-b02a-c966b27808d3,1/1 artist,True,https://rcdn.salvor.io/images/avatar/200x200/37e977dd-3cdd-47f8-9dbf-a97f640562b7.png,https://x.com/OO_RAX,4,8
parisketchya,0x5a163516102056640e187194e5c32a0f302ecdde,Pariya,e3f17696-cd5a-481d-b264-a2e6c8564341,"Physical artist
I sketch people from life and I love to bring into life a colorful world of my own through my sketches.",True,https://rcdn.salvor.io/images/avatar/200x200/7b0b9e40-8430-48e4-a5c1-d44e2dd7168b.jpg,https://x.com/parisketchya?t=EIsiS5NrmjX2YRQb5ALK7A&s=09,0,0
daniel,0xf82152b3dede2684720bbe73760abeed4ec5ef7b,Daniel,8834a217-03f2-483e-97d9-3e30fd2b2724,,True,https://rcdn.salvor.io/images/avatar/200x200/2fe7d5f4-f9b5-45eb-a366-bcbf308e5a49.jpeg,N/A,1,4
bahar_psh19,0x4588d0a462ec8e14284dc07dec36ff518e456b5a,Bahar,2bc8e136-1abc-417b-bbaf-b0dbd5c8d375,"I am an architect then physical painter ,
 i have a lot of international exhibition",True,https://rcdn.salvor.io/images/avatar/200x200/239a81b3-7f90-4504-b3d5-be9a3074fc75.jpg,https://x.com/Bahar_psh19?s=35,2,5
f16michael,0xdf6b2ebab71da759a45329253da91e0340cbae39,F16_Michael,a930652e-f9e7-414e-9d07-df0188e9e35f,"Traditional - Digital Artist • Dark Philosophical, Dystopia, Biomechanics • Hand draw🔥No AI",True,https://rcdn.salvor.io/images/avatar/200x200/8309a196-3fcf-4a5c-9bba-6764442f0feb.jpg,https://x.com/f16michael,0,0
nahidabedi,0xdd14c1ad3ec528d38404cc65fcbffab92cc1c9f4,Nahid Abedi,57c68877-6441-491b-b440-b3e8d7a4d331,,True,https://rcdn.salvor.io/images/avatar/200x200/3b2cd1c9-0edc-46b8-94ed-09f8bd129ea1.jpg,https://x.com/nahidabedi,7,7
moser,0xa7aeb02c8d8eb780b0fd14af36cc1afa29659e7e,Moser,bdb725b4-3fb3-415a-b792-561c6740af45,"Digital Creator
Web developer
Pixel Arranger
Details master",True,https://rcdn.salvor.io/images/avatar/200x200/d395c35f-344c-4f4a-99a9-2a58a0ebf07f.gif,https://twitter.com/moserAVAX,54,135
ronycrisdianto,0x0b39e3ce90a7ffd3b861bc23cbf07d28217e2806,Rony crisdianto,d9e0fa80-d56a-4b49-ac3a-0f759bf1fded,Art is my life,True,https://rcdn.salvor.io/images/avatar/200x200/7dd7bd23-c2fb-4464-a5e5-362cfd345b2c.jpg,https://x.com/ronycrisdianto?t=zoB4tYvo4w4m6fNqqeKLfQ&s=09,0,0
happyshima,0x55f3a96ec35fea93e2cc3189dbed09c354a70f60,Shima,fadfc349-38c5-4d75-a999-6626dfb8ce60,NFT artist/architect/photographer/multistyle artist,True,https://rcdn.salvor.io/images/avatar/200x200/43a4f8c7-c58c-404c-acf2-010379752506.jpg,https://x.com/happyshima?s=21&t=22EMoYsOp8Byz246qC0TUw,1,1
lexihearts,0x86bba789cc04b3baca53e21a1386475327fa6163,Lexi Hearts,dffcdffc-e98c-4615-b7e1-7b7da456b28f,mixed media artist from new york city,True,https://rcdn.salvor.io/images/avatar/200x200/eb18789e-c70c-440b-acf5-5da89bbc8d6d.png,https://x.com/lexihearts_,1,1
niiix_____,0x1792f56bb5a0d0aa5cb2294c3e45619e278e1011,NIIIX,8d6318c6-628d-437c-822d-2edc6d2d08db,"NIIIX love to make some fashion item, gorgeous pastel weapon and imaginative object. NIIIX is a daydreamer and a night thinker",True,https://rcdn.salvor.io/images/avatar/200x200/4633ee8e-e64b-490a-a376-82af6a80261a.jpeg,https://x.com/niiix_____,0,0
sw4g_owner,0xebabca7941b52f5d61720d073f07c689d4124210,Sw4g,17f1f82e-21bd-4fc5-9729-ef7ae013eb1f,Long term AVAX believer!,True,https://rcdn.salvor.io/images/avatar/200x200/fa2c173a-c4e0-445c-85a2-37a1e5891ce8.png,https://twitter.com/sw4g_ct,0,0
maffffff,0xdb61ce11a1b5d1732510f392ba061ccbb5333be5,maffffff,a804ae94-82ad-4dbd-a775-d236299fe22c,Illustrator,True,https://rcdn.salvor.io/images/avatar/200x200/821871e4-0d6b-42bc-aa9c-42b7c1bdda8f.jpg,https://x.com/yeemaff1,1,26
samintehrany,0xcf622e65012ea9ce9dd3058d8c7666f16265cbe1,Samin Tehrani,000a80c9-e7ad-4f19-9745-92e839415f85,"Architect
Digital artist
Fashion brand owner",True,https://rcdn.salvor.io/images/avatar/200x200/41a72136-fb72-4290-bac7-a0d29dd2cfe1.jpeg,https://x.com/samin_theartist?s=21,16,19
behroozdaavari,0x0c94a18c246a206e3fce4efeae9dbe557be65ef1,B.D.Vision,6ad60715-2206-4b38-8220-a2be9ccee38b,"I am Behrooz, an introverted artist focused on fine art and photography. My approach to art is a blend of emotion, thought, and precision, aiming to capture deep concepts in my work. I pay special attention to light, shadow, and details, often drawing inspiration from cinematic and narrative elements. David Lynch’s cinema is a major source of inspiration for me, and I see art as a means of exploring and expressing inner emotions. Solitude and tranquility play a significant role in my creative pr",True,https://rcdn.salvor.io/images/avatar/200x200/77ac0cc8-78ab-4efc-b712-90a206e80eb6.jpg,https://x.com/behroozdaavari,1,1
smilechedelix,0x3274b34a2433cdb93c75b062340178039d0a5fe1,smilechedelix,064efa6e-5b32-4a0e-a1e4-cdff2f0f0a27,keep your smile☻,True,https://rcdn.salvor.io/images/avatar/200x200/2966ffc7-7c31-4486-8020-fe440872921f.gif,https://twitter.com/smilechedelix,2,10
408natelie,0x6c48eb72797c20c66df20be7043c13be75feeac5,408Natelie,8ef74137-02ef-457d-9664-59f672c91a26,"I create colorful and abstract geometric artworks
(She/Her)",True,https://rcdn.salvor.io/images/avatar/200x200/deb832cb-9c43-467e-b74c-20897b07e7a0.jpeg,N/A,1,4
ynsgh,0xb80c43f25c18418913095f1ed4bbd108c3f43b1f,ynsgh,350b633c-25c8-40d3-ae89-acbfd60ee00c,Digital Artist | Motion Designer,True,https://rcdn.salvor.io/images/avatar/200x200/1c84ca06-68ec-4775-8d54-ddcc3db71773.jpg,https://x.com/ynsgh_,1,2
yedai,0x3afb6fc18b7076087a72ccc6f21d732c4b253da9,YEDAI,961e67f0-d6a9-45b0-af57-6cb01599abfa,"Artist 🐟 🍾

Nordic Nostalgia | Fish and Feelings | Playgrounds
sometimes collecting
https://linktr.ee/yedaiart",True,https://rcdn.salvor.io/images/avatar/200x200/27b5e0f7-c7b4-4a3d-ba22-bf5f5a08c219.jpg,https://x.com/YedaiArt,94,498
dyanelaarts,0xf07ee91b09c2bfb1605a4ce005d3e9ccd4a482a1,Dyanela Arts,a8e13438-31ad-4ab0-9dd6-49efdab7369a,I'm a passionate artist exploring the traditional and digital mediums to create evocative and soulful works. Inspired by the beauty of the human form and the emotions it conveys. Art is my way of connecting with the world♥️ Kindness♾️,True,https://rcdn.salvor.io/images/avatar/200x200/15eed810-275d-4efe-8c99-df3f6984ea00.jpeg,https://x.com/dyanelaarts?s=21,1,2
baharalaaee,0xbe76f9f36c470ac2750edad9bb96bef54bbdfb81,Curly B,1db05add-7d2e-42ed-9a11-bbc74ffa4ad4,"Physical Painter | MA student, University of Tehran",True,https://rcdn.salvor.io/images/avatar/200x200/3971ccf9-cd51-4411-b380-a1267ca585c9.jpg,https://x.com/BaharAlaaee,0,0
kksykitty,0xb0c38e4e86cd0ee0cd9bc2a6a85f4d7620bbd36f,Ksenia Bubnova,4356c844-9cdc-43bd-9cb3-998596f4a3fb,Artist love,True,https://rcdn.salvor.io/images/avatar/200x200/3690a8ba-31b7-4a3e-80b2-82f66d505c30.jpeg,https://x.com/kksykitty,0,0
fractalist3d,0x6b5befcfba18a7a03fc39c1e51a19c56ae004310,fractalist3d,8bde4efc-950b-44c6-9008-ae1c849babfb,,True,https://rcdn.salvor.io/images/avatar/200x200/332e9d33-146d-46a5-b6ae-9a93b87b0d13.jpg,https://x.com/fractalist3d,0,0
mim_maryamhn,0xcf632a4c1bff464d1286a8905cb454f1aab5c508,Mim Maryam,df7c6b91-f12c-4ddc-8840-d753aaf41132,"Pencil and Chiaroscuro Artist 
Digital Painting enthusiast",True,https://rcdn.salvor.io/images/avatar/200x200/0930d4e1-2aaa-4fc6-8e32-0892eea388b7.jpg,https://x.com/Mim_maryamhn,0,0
ranggapuraji,0xc627fd4bec977b2845057e64153bbdbc88ef9333,Rangga Purnama Aji,1b1e632d-ffe8-4a1a-9f18-914876b1ee02,"A multi-disciplinary artist, composer, live coder, and video artist who creates various artworks that involve sound, visuals, motion, and code.",True,https://rcdn.salvor.io/images/avatar/200x200/6d1e9894-e060-4743-bf5d-38687fc55fe8.png,https://x.com/RanggaPurAji,2,5
nyleart1,0xae35042634e58ae9c09faac0c0f27aaeccda2afb,Nyle D,4657ccad-b8c6-43ca-bcca-f8e7d3f23068,"Hi 👋 I'm Nyle 🎨✨ 
An Indian based self taught artist crafting emotions and souls onto blank canvases+digitally.",True,https://rcdn.salvor.io/images/avatar/200x200/22ec6985-e3fc-403a-aacc-274f167b3791.jpeg,https://twitter.com/NyleDArts,1,11
youmiirror,0x8daa60e0ff964bb4d1f30fae8791626229c3f63b,miirror,88832a9d-0cb9-4c99-ac4e-f92178b2a369,Hot collages for cold wallets.,True,https://rcdn.salvor.io/images/avatar/200x200/183a5dd2-2a9c-44b5-8425-f4c7c81aea16.png,https://x.com/youmiirror,0,0
oldhlspwn,0x2db54f9ac2d8738080db2c48d2bc44c80e20abde,Oldhlspwn,b964f8ac-82b8-4e96-a522-407fd320059a,,True,https://rcdn.salvor.io/images/avatar/200x200/default_avatar_4.png,N/A,0,0
minghua,0x4423d7ca0e16fbffb29d16929780693ff91dbb1a,MingHua,19a78f32-7c35-4481-ae64-d4c728b8d26d,digital collage artist I i create the world that ⁣you've been dreaming of 💖💐,True,https://rcdn.salvor.io/images/avatar/200x200/10971c88-78b9-43a8-b1af-872eda183a75.jpg,https://x.com/miinghua,2,2
comolo,0xcfaae7f616edba1ef912b72c9d257f768932ef2e,comolo,ee29867a-2138-466a-bfd2-ad0e08186cc5,"Comolo is a graphic designer, graffiti artist, comic creator, and illustrator from Indonesia. Since 2009, he has been active in the creative industry, collaborating with both local and international brands, as well as exhibiting his work in various art galleries. In 2021, he entered the Web3 space, launching his art and a high-profile 10k volume project.

All artworks are drawn on traditional media before colored digitally. 1000% human made!",True,https://rcdn.salvor.io/images/avatar/200x200/5d1e18de-6917-48ae-aa8a-6527b8268a94.jpg,https://x.com/COMOLO_,4,6
salimar8686,0x48e5d58afacf30fa194b1f801bf9d46d7f36df70,Salimar8686,cfaab432-64b8-42a5-9fb8-c53c963eecd6,"Nft collector, curator, creator",True,https://rcdn.salvor.io/images/avatar/200x200/0604b960-2ffc-409c-b864-3711e7b63c34.png,https://x.com/Salimar8686,75,178
arezou,0x8d53dd419032a1be4f5c650cd7a491d778677861,Arezou,868d09e2-4af6-4aec-a35f-70ed58610c35,"I'm a freelance illustrator, character designer & physical artist with 24 years of experience!",True,https://rcdn.salvor.io/images/avatar/200x200/7e1c95a8-dc62-4f5c-9ee7-d7f244ddb9e5.jpg,https://x.com/Arezou69195500?t=RPv8cC3XujEEEAZI60cD0w&s=35,2,2
oddlavox,0xd0902a728cc6c7a3f49e51ea8561f2f15f9a0991,Oddlavox,649caef7-c8f0-43a5-baa2-1619a1ca1c9c,Hi! I'm Oddlavox The Odd Building. Created by Ilona,True,https://rcdn.salvor.io/images/avatar/200x200/37c8a86c-b2cc-4eb3-a027-f2326c8af32d.png,https://x.com/oddlavox,1,1
moein,0x813e6bbab3f0ead62fdedc902b91f81a5ae0d9e7,MoeinKhatteSiah,544fda5c-d139-4269-b003-7891679d7c1e,Digital Artist,True,https://rcdn.salvor.io/images/avatar/200x200/af3d6329-6de7-4d79-ac85-16a0b6cf5d76.jpeg,https://x.com/moeinkhattesiah?s=21,1,3
soliiiart,0x3afa488a8cdbccc2163847c2a7054c778ece6a23,Soli,2361edd6-9adf-43e1-b083-695c367b27bf,"Digital painter, graphic designer 
Graduated from fine art university 
NFT artist since early 2021",True,https://rcdn.salvor.io/images/avatar/200x200/21cf99e3-ff7a-408a-8b72-ebc7a26a334b.jpeg,https://x.com/Soliiiart1,36,41
lloongreenn,0x674c738108d997aec33e573982a13a5099c2868c,lloongreen,4238cd8e-9435-4d07-817a-4fc0ad358262,Just be yourself,True,https://rcdn.salvor.io/images/avatar/200x200/b39974bb-6028-4d22-8bd0-ba9f4afe6656.jpeg,https://x.com/lloongreenn,2,5
gny_art,0x3a0408a72421005216532fefdc68231708bf9880,Guney,af960175-9917-434b-8ec7-3ca20cc3b4e0,"Photographer in various diciplines - Nude art, animal photography and scenes",True,https://rcdn.salvor.io/images/avatar/200x200/0cfcf15e-5afe-4ae6-b234-a706e4d4bc63.jpg,https://x.com/Gny_Photograpy,43,64
pelukiss_agung,0x0e4c984b25d7c0f6c69a0def3fdbfeb8c68344c7,AG-V-NG,c4a282b1-36c0-463a-a131-28cf9edcad59,What's Up Fam,True,https://rcdn.salvor.io/images/avatar/200x200/560d7621-b9aa-419f-af78-0a9f3784d1d9.jpg,https://x.com/pelukiss_agung?t=YCcpRA6aET9VLmF2hE0xKQ&s=09,1,1
fillmotion,0x91fea0b9d49d08ba772a05dcde939c1da97286c1,fillmotion,71796b20-7a84-4ab7-b5ad-eda36ed1b7ae,Motion Designer based in Belgium.,True,https://rcdn.salvor.io/images/avatar/200x200/9f05a45f-2c43-4cce-a282-f292bd4cc54e.png,https://x.com/fillmotion,0,0
mahsan,0x6ad312bd13d4f7a199c86e1a4bacf76c630009a9,Mahsan,9937ba07-7820-4c25-a303-af50b6951224,"Digital painting  , Nft artist & creator",True,https://rcdn.salvor.io/images/avatar/200x200/d0b6ef03-f173-48a5-892d-75a340c51671.jpg,https://twitter.com/mahsanamini,11,12
persephonelines,0x7c6b68cdc0749051f62308046143d9da5356dc73,Persephone's Lines,c483e3cd-83b6-4a7c-8b8b-7becb4f37ea4,"just a girl who draws lines • disturbing, emotional, dystopian art",True,https://rcdn.salvor.io/images/avatar/200x200/d84c8fdf-301e-4139-9e56-c63a8a6ba70e.jpg,https://x.com/PersephoneLines,2,2
ekana,0xb57c7d627aa84ebf8ad247143305473245221948,ekana,79feecdc-bdec-4a3f-9359-4aa86cd18320,glitch/teacher/husband 🕊️💎,True,https://rcdn.salvor.io/images/avatar/200x200/e64e1cac-3417-4f07-946a-56564d8dcf26.jpg,https://x.com/ekana_uyhaw,3,3
